"MIRCCO_AREA","Région","MIRCCO_SECTOR","Secteur","MIRCCO_INSTRUMENT","Instrument","MIRCCO_MATURITY","Maturité","FREQUENCY","Fréquence","TIME","Temps","Value","Flag Codes","Flags"
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2012-04","2012M4",4.23,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2012-05","2012M5",4.11,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2013-03","2013M3",3.49,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2013-04","2013M4",3.42,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2013-05","2013M5",3.38,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2013-06","2013M6",3.31,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2014-03","2014M3",3.3,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2014-04","2014M4",3.28,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2014-05","2014M5",3.21,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2014-06","2014M6",3.13,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2014-07","2014M7",3.07,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2015-04","2015M4",2.36,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2015-05","2015M5",2.32,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2015-06","2015M6",2.29,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2015-07","2015M7",2.28,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_J","Fixation initiale du taux d'une durée supérieure à 5 ans","M","Mensuelle","2016-05","2016M5",2.06,,
